(Cycle %):,Rt Biceps Fem,L.Biceps Fem. M(uV),R.Glut.Max. M(uV),L.Glut.Max. M(uV),R.Rectus Fem. M(uV),L.Rectus Fem. M(uV),R.Vmo M(uV),L.Vmo M(uV),R.Glut.Med. M(uV),L.Glut.Med. M(uV),R.Tib.Ant. M(uV),L.Tib.Ant. M(uV),R.Med. Gastro M(uV),L.Med. Gastro M(uV),R.Soleus M(uV),L.Soleus M(uV)
46.5,0.5087155497051733,0.7465208135387069,0.9186152597478885,0.9130297333954268,0.7313245419579051,1.090137240531467,0.7445959778819021,1.175171297092645,2.879510385057017,2.913649731129997,2.786274237746713,5.9011424446549645,29.117430200167416,31.44702856892482,28.774304255296197,40.68496530753661
47.0,0.5042650206401651,0.7456788714636259,0.9119288067299552,0.9115612497068132,0.7301033449611175,1.0790699323845099,0.7368829512425394,1.1537033176294536,2.4644887695254245,2.484200901364787,2.752206979083562,5.917515106798945,26.76660748366232,30.336755073159022,28.68675731111758,41.25721430004193
47.5,0.5045661842611056,0.7439810709155286,0.9091360713329069,0.9157695432403862,0.7379665485244025,1.0721251595820134,0.7259627898149881,1.1275734071786443,2.128747776375693,2.1301046814699998,2.7141723611641058,5.918213514081138,24.547748837513815,29.341750431321973,28.604164836672012,41.595112511169056
48.0,0.5081174052913611,0.7412743315171275,0.9108412511186046,0.9248319911890981,0.7565082342237196,1.0679878481252068,0.7116234516297811,1.0972738948275662,1.8408967334951825,1.8513212585133318,2.670821915432377,5.8983388382793045,22.28695287546784,28.435159771694273,28.461117044146405,41.69161659585332
48.5,0.5106814788974232,0.7374194892890704,0.9163461622377868,0.9373141025423125,0.7816779433178153,1.0661851624190268,0.6991394806774105,1.063819829435323,1.6323547208445994,1.6429204643780424,2.6414157619064134,5.853486124892184,20.31668363176844,27.579106902312457,28.223186918350645,41.5167296540783
49.0,0.5104890688062669,0.7317381198320152,0.9246236688352883,0.9528487563778764,0.812473548500165,1.0666062816208803,0.6935945831758481,1.0256855986448186,1.4700890926931038,1.4867807793779628,2.6516832009434945,5.774231864233615,18.444791194150913,26.672392660092818,27.840036122168133,40.99791548897682
49.5,0.5072306457408143,0.724887772948401,0.9353045390677501,0.9675131976572247,0.8493937828954113,1.0689556834838527,0.7040641554182819,0.9906998427585988,1.3409356522470324,1.3953901932785153,2.732123035831975,5.6743745887503545,16.522559428517685,25.82899764406641,27.233248421581457,40.2100067926111
50.0,0.5027508368793258,0.7164787894960419,0.9452670855322208,0.9813822102719074,0.8842025583610977,1.0728787413116458,0.7230154064393965,0.9580784821190329,1.2612402752834107,1.3430760002335693,2.860318602795796,5.552342882057468,14.8559836927181,24.95238887022667,26.49278250109029,39.1208298382538
50.5,0.498731139105385,0.7066955617475795,0.9540480900979404,0.9937419479844043,0.9174871681094192,1.0778582911721595,0.7414948640784471,0.9299853334557064,1.2156115897202224,1.31959964115277,3.0274203059419333,5.412242381249561,13.321226537887773,24.01243840063155,25.59530689202954,37.75217568701107
51.0,0.4967526614289294,0.6955937552947545,0.9611172015717193,1.004279678157325,0.9497090568071012,1.083059482717859,0.7570004330957227,0.9081344313690213,1.19804417647637,1.316016477245582,3.2400534184328276,5.257904349131805,11.849455895671637,22.982886806959122,24.47583559482146,36.21567793905797
51.5,0.4975097533093491,0.6821122447950062,0.964809520005317,1.0137024484925947,0.9744359654634305,1.0879060475672608,0.766484010180135,0.8921914783305303,1.2030666840143927,1.3261555040051811,3.453293558569496,5.078722972261757,10.699076506113931,21.753835460639134,23.33549850595384,34.68259929065081
52.0,0.49996507338562707,0.6684637375200353,0.9656822498168947,1.0211128522916164,0.9935183338025465,1.091105075890113,0.7720342087309342,0.8837124773817331,1.2200886665753827,1.3421536673019039,3.6732456901037143,4.910077568105934,9.752221181280294,20.51842522822522,22.110003097506738,33.76442290158464
52.5,0.5034200893703046,0.6539558926725642,0.9635876982691083,1.028020164456576,1.0076599814676366,1.093461865809258,0.7751035162389692,0.8794577815651324,1.2451500701389768,1.3601955611234677,3.9153586666204174,4.752437067268096,8.92015178699938,19.203487725439928,20.699119599204202,33.33835751016612
53.0,0.5066032215305218,0.6392114690601943,0.9590092234114472,1.034866289801177,1.0151689446807082,1.0959959690765522,0.7766991320592085,0.8778227627441815,1.2717341343588946,1.3782042775014465,4.147919629539699,4.623745548277154,8.277894082686814,17.842869602764356,19.34399122218986,33.14554308977188
53.5,0.5094224476487695,0.6251106788523285,0.9519401119376684,1.0415832429694645,1.0181799876575204,1.0997417135561964,0.7781463185008209,0.8777255125540877,1.300585144854458,1.3963191616988975,4.3992941135662,4.539133506039477,7.705767459116183,16.479195619633753,17.982159285816653,32.993131029012204
54.0,0.5120743606442726,0.6128016248786229,0.9411921086427777,1.0475183645442772,1.0172943867819872,1.1053861884722682,0.779842654256557,0.8785399828961229,1.3327030578775816,1.4157080597300151,4.70183669221964,4.504791822249361,7.121372962564022,15.14919227541392,16.570281811471254,32.77915238242856
54.5,0.5144920352679332,0.6033558697800896,0.9282085743689996,1.0519374126813084,1.0136541010778228,1.1138011844531657,0.7812951417474061,0.8800412827056948,1.3615711130819843,1.439071615502625,5.009400256685976,4.52049102022837,6.590861499818917,13.768902051059085,15.38293504944453,32.4015527270738
55.0,0.5172527017932202,0.6002420757420832,0.912720976866618,1.0535214714750445,1.0084010895687403,1.123065806893943,0.7824984799241314,0.8819011925912372,1.3900073689957884,1.4626806843577642,5.336158902494017,4.575874717706271,6.059586217790339,12.56170984380284,14.325413887001105,31.87060645708346
55.5,0.5209545046339461,0.6051162941188954,0.8944137907422165,1.052997984234196,1.0019781526925062,1.132625951581635,0.7838078390855904,0.884490478902483,1.4236877136625272,1.487371337873777,5.695762079850151,4.661953415236553,5.48032022214151,11.42792195122682,13.30361422017571,31.148315979503632
56.0,0.5251456983587001,0.6209427176707291,0.8780198968970427,1.051298350335338,0.9959933551967991,1.141277365360064,0.7855730884814031,0.8882406893579725,1.461163346830849,1.511776665374958,6.01580873426064,4.770156657742019,4.942071841620253,10.37065415261851,12.432020514432686,30.246505680264047
56.5,0.5299643162937466,0.6488624910282722,0.8652041952793375,1.0494559471889755,0.9899852524148937,1.1480596009267579,0.7885893854970716,0.893443574527987,1.5054909529526264,1.5342577011482048,6.310074057372785,4.892382920749231,4.402789447239053,9.384453834224814,11.588288958852475,29.17518212403581
57.0,0.5352890564250958,0.6912970674322542,0.8595448781165684,1.048143829819057,0.9838046905151214,1.1527731807650479,0.7933126203669493,0.9007434169218977,1.5536479369936655,1.555079864742198,6.569101425647784,5.033715611547865,3.867476834712105,8.387059928943756,10.752185591508209,27.802430751837193
57.5,0.5416302237771189,0.7393364731046476,0.8624248864947748,1.0479738664291711,0.9770741238610707,1.1551225826280203,0.8002622959162308,0.9085538228138006,1.605355902042922,1.5705670954077107,6.802455860418329,5.170349019062029,3.2998707742477555,7.527310816585084,9.862553917421394,26.31286014515217
58.0,0.5481721668764354,0.7938017755236304,0.8711857511417657,1.0490548335888452,0.9716672974630797,1.1575163128280297,0.8078533984231498,0.9165404946752482,1.6493482955575238,1.5829290108875096,6.971721183530473,5.313881692799571,2.7972049410274353,6.726083678896474,9.08723719350479,24.60517378143292
58.5,0.5555423099333382,0.853016048738009,0.8835315213224676,1.0516110829727279,0.9686515934290281,1.1625919074187905,0.815836778573583,0.923797790110993,1.688125008167256,1.5933467281732234,7.099864719553227,5.465570765868438,2.3272118673614823,5.9837904578510335,8.400754188954075,22.70194911468116
59.0,0.5650289639929611,0.9156015693521952,0.8991063918060069,1.0558193765063006,0.9702549971194666,1.1696253368953615,0.8238519650194364,0.9297665205279957,1.724299561894167,1.603366316135916,7.2012426723091325,5.625810339520723,1.8707752869648264,5.298865773950962,7.81779879767425,20.64322380057988
59.5,0.5764020735115302,0.980775539982333,0.9143254570586724,1.0617612966167087,0.9773398041237306,1.1760381696534115,0.8295346898011525,0.9347870615915844,1.753548282262651,1.6146997308645776,7.271167921190467,5.79338817825948,1.5140976618296642,4.6695045723686555,7.476633857752011,18.475856598406242
60.0,0.5923637454213718,1.0543132657715406,0.9297459214986249,1.0700963012567093,0.9896077067784823,1.1815644356707173,0.8328160392786544,0.9411326364952004,1.7807686822792415,1.6301869615300908,7.327712546394256,5.981284680286607,1.2357037191763844,4.047127659693987,7.344820306082979,16.06723773227083
60.5,0.617674038064572,1.1259444450436227,0.946455340737215,1.079185943347803,1.0078417626999827,1.186145030497896,0.833393853645452,0.9513439064550423,1.810636693735558,1.6483018457275413,7.380532623400049,6.161209362049845,1.0387786373775745,3.522096380190984,7.422311911223299,13.850829245609875
61.0,0.6510446403959967,1.2027212124522537,0.9618489519521959,1.0890234243543941,1.028457618870943,1.191146744526928,0.8312310255568885,0.9689340345882458,1.8404365263565174,1.6700795196967846,7.425881924451073,6.350557553499245,0.9548312608889713,3.039083181944658,7.656558931992005,11.705207516548441
61.5,0.6962191835370579,1.2861917672677274,0.9773164095358488,1.0990648614288483,1.0522010444497063,1.197005473072013,0.8267463379026612,0.9927724874349715,1.8735543956315548,1.6947834441902314,7.4744831593187415,6.556547792758614,0.9518851007955671,2.5949498161053586,8.000297422288796,9.691637110450591
62.0,0.7593966186854458,1.3768710162136473,0.9942473678804548,1.109051910218539,1.0810203613624456,1.2033222610998155,0.8196164266793328,1.0179663648061288,1.9140639869732972,1.7209737181562896,7.5463335530195295,6.793447542878465,1.0350582659016003,2.190183123186753,8.44637691879755,7.865245308995422
62.5,0.8292289332910032,1.4736560847536466,1.0098020984452654,1.1192089223981156,1.109816372988987,1.2088780793418128,0.8112248657376755,1.040066470504929,1.955863294617224,1.74644735934091,7.653729751292102,7.079659835744585,1.199409313087446,1.8287265113495634,8.885359888674683,6.270959080216635
63.0,0.9068329424480502,1.5823396735282627,1.024725778223243,1.1310043816561912,1.1394001032890284,1.212520391035037,0.8014444298960094,1.0575289577636344,2.0008272365356743,1.7703550251883151,7.822557147316937,7.455412930811285,1.465270384232276,1.4929938032692465,9.317123048069915,4.844750086617188
63.5,0.9951240773204134,1.6823011598969768,1.0394413455076905,1.143064983802489,1.1703262180740885,1.212934122180718,0.7900047656432638,1.0667373351381346,2.0505636969291685,1.7869238405147017,8.083691768705123,7.846705587906778,1.8904994910469468,1.2417503938727001,9.746428235700229,3.8287646565400535
64.0,1.076346232756814,1.7779137719109335,1.0511627782078026,1.1565056886746594,1.1958594896328767,1.2106290486547826,0.7794503766130431,1.0696913096622318,2.095004934443209,1.7971690350937726,8.385930833535676,8.248085241606516,2.424315641304229,1.053425503477352,10.086683957226668,3.1069642498951477
64.5,1.154477278250507,1.8655766416043935,1.0608366525038282,1.1713944816286572,1.216722381837538,1.2060189016029126,0.7695003071958033,1.0678253216398081,2.1366451581379677,1.8011901412562838,8.728333448957647,8.630602910063601,3.099620220738577,0.9344267022284938,10.36152218569938,2.6588399679060526
65.0,1.2342312610348234,1.9425517176836018,1.0688456268516138,1.1874798168474512,1.2325233658799424,1.1998720388670858,0.7597304734526106,1.0631877031997135,2.17787630882058,1.8000621081743913,9.1264135072323,8.976184810539566,3.9980899321863577,0.8833758569797389,10.580612998124545,2.424187166067944
65.5,1.3033064837599608,2.0124398681142965,1.0737463404089342,1.2054619434973708,1.2400369901502537,1.1932892808170599,0.7518531142869108,1.0574924889423494,2.211664603309969,1.7949461463735727,9.504409622255368,9.29666894646758,5.003483951221566,0.8791740488540712,10.711216827012725,2.3145594376265066
66.0,1.36856696728652,2.0646298394708706,1.0760020113065503,1.221506487502592,1.2406382665341684,1.189972043595442,0.7454759520551902,1.0531952461675829,2.240725831881219,1.7881182284837642,9.876803739290297,9.53603806519233,6.200529061764922,0.8958764233999519,10.777065813542421,2.2771145990991815
66.5,1.4351324931704874,2.106232911098223,1.0749614488389003,1.2357970093241915,1.2339822767959518,1.1925430871436002,0.7408905444654661,1.0501865684115579,2.2664690237983907,1.7796977933018723,10.256222033369177,9.721674720799218,7.71500603521155,0.9180314116989274,10.784447434077814,2.264281578803406
67.0,1.4916090377529512,2.1387903240676795,1.0703628340625102,1.2474157066567861,1.2219194606597448,1.2030562910775924,0.7392048108082033,1.0481017674614237,2.2846670912693026,1.76898811451261,10.572379374934961,9.862912627752412,9.289486988832131,0.9383476408270447,10.74243846209561,2.262412471051624
67.5,1.5412592069274325,2.1640311908226924,1.0623001532647816,1.2560362497917947,1.20519558728389,1.220957551184453,0.7396447978948474,1.0471535781080097,2.2973540362154607,1.7548279815905,10.850051163758714,9.97305145615424,10.99620220738577,0.9525446591910434,10.65747277353219,2.2704302594868615
68.0,1.5850785137742618,2.1836915820056797,1.0502363419462817,1.261991766973394,1.1830229379948878,1.2436314955789871,0.741510767226157,1.049153285141812,2.3051321050158604,1.736109267919801,11.106984286655798,10.063939186684765,12.947136950719107,0.9586376554659644,10.505972332021901,2.2913152592133335
68.5,1.6147096678123432,2.1999250601971188,1.0367425963980428,1.2665807785003111,1.1598435003421217,1.2700659605655114,0.7437955194471643,1.0568056594748125,2.3076035877975793,1.7094279677886834,11.30761993131916,10.14628639387876,14.79503403152651,0.9569449484492071,10.296482249437132,2.3227652765367717
69.0,1.633118294142326,2.2104841271304703,1.0215235311453774,1.270381159898158,1.134645824904588,1.293663411981654,0.7463771304254251,1.068013743883115,2.3058423012175036,1.6786061226981488,11.478983835720975,10.20086692298214,16.63498115652632,0.9537992097454986,10.012443963637429,2.343667371760973
69.5,1.640049240252024,2.2158941268277883,1.004975231256617,1.274711827072449,1.1074672001402046,1.3150813868268003,0.7492290949147564,1.0806197997740148,2.2995641667949753,1.6426749512955128,11.625294841999375,10.222377867273682,18.409930897737066,0.9626821766564467,9.659073922537674,2.344140347198162
70.0,1.6348918132434194,2.2140710786982742,0.9859967145079248,1.2799942892301,1.0750914965536142,1.3336845122700838,0.7524309286537084,1.0925633387449012,2.287257887012898,1.6031805224518396,11.755506607929515,10.201565330264334,20.200349278450577,0.9868032516452401,9.216500310521198,2.323671337916446
70.5,1.6199005574454965,2.2027640053759043,0.9679983404706968,1.2860041946964627,1.0414945959702362,1.349302863019528,0.7552722910445665,1.1027016710621727,2.2700200048066077,1.5619741375191765,11.849170973672344,10.135007116271344,21.68881482786267,1.0142722913972662,8.773965224707933,2.2905573588139827
71.0,1.5974011252644071,2.1789043411159628,0.9502617853769422,1.2921976606239016,1.0036235058981018,1.362978154995508,0.7580500408445844,1.1111320469159227,2.246549440734695,1.5179941183028012,11.92332807242707,10.017170841895059,22.99253483561518,1.041741331149292,8.3236709615678,2.2521950619084956
71.5,1.5670170621739747,2.14728280590765,0.9321694250523136,1.2961748039472298,0.957800652175129,1.3727303891436946,0.7614427123560567,1.1165902138349335,2.2145678853822877,1.4804107102096284,12.002939748170245,9.882502952017923,24.18716378311897,1.0645441918241505,7.865124385699689,2.2202321796531663
72.0,1.5354743557085355,2.109047502580622,0.9169839263308628,1.2973373535340489,0.9118938994218425,1.3796308336091543,0.7655934339083734,1.1201641583208781,2.180734138335993,1.4472929860230066,12.101477678726283,9.74785002801112,25.10017204120052,1.0859614294985656,7.5119084494127835,2.191437662977078
72.5,1.5020953877209735,2.0676601351212653,0.9034499009451665,1.2950802397163652,0.8641646732878538,1.3834209064258358,0.7711436324591727,1.1218781929212802,2.145411820051055,1.4193509430356566,12.236025356411947,9.644405932271455,25.85257560381993,1.1073599425378398,7.262150779230987,2.163515016685206
73.0,1.46527395223294,2.026655468605128,0.8906006327962463,1.2891519166771477,0.8130888080557985,1.3837090406165775,0.7784908867012048,1.1211366602218156,2.108322533616427,1.3967836459090885,12.412939227860834,9.61157580138494,26.510208418743396,1.1304024785425044,7.107560536223106,2.134919947482631
73.5,1.4339738497954806,1.9888515736140921,0.8803158476321161,1.2798039302334279,0.7692935142320723,1.3800002364177975,0.7856844105153733,1.117009605279713,2.0776136498573643,1.379690626974058,12.583032710118284,9.681486370332456,26.979406496828588,1.157298544459212,7.025137577071669,2.10589179233757
74.0,1.4121060246527521,1.9529924952345037,0.8715952628225828,1.2665603828935248,0.731007590065609,1.3715556882122086,0.7922736147165609,1.1077769153576893,2.0533419844699976,1.3667779659307469,12.736883866939541,9.866803754038916,27.31064945942898,1.1935681627275652,6.945719661770757,2.077524663104725
74.5,1.4081992632366642,1.9241333650163326,0.8639488070119142,1.2521202932888256,0.6973873841960329,1.3606287531325358,0.7979457373998036,1.0943624672616352,2.0377006233250023,1.3583309887939867,12.863245343230775,10.098669983103534,27.507065328372143,1.2354813860274527,6.829671032456015,2.0614605937380333
75.0,1.4223121251401771,1.8975773986564415,0.8586050152425618,1.2360281595344362,0.6739655715668051,1.3482020426497705,0.8016723750131862,1.0764745104212696,2.0357007108211747,1.3511314835360255,12.924021818307954,10.34296287316774,27.539826420768815,1.2852589560866112,6.69872817297957,2.064834105290031
75.5,1.4458739956506954,1.8718077087798903,0.854852277052778,1.2186307069457238,0.6569946621572491,1.3355980188188568,0.8043494048777075,1.0550490779162445,2.047620643869558,1.3435603909099112,12.914842693121509,10.559723550443215,27.434772691018473,1.3410621137341827,6.581192432220851,2.0955091267163874
76.0,1.4786673677086508,1.846848649083066,0.8523012206804742,1.2002474666956737,0.6440555672599881,1.323932278121897,0.8069628221513884,1.0313990473128254,2.0770398113264363,1.3348081812921686,12.81163932151653,10.720082851058162,27.166375947694487,1.400441676693709,6.548753369116471,2.153331798537537
76.5,1.521378225117297,1.824912926837669,0.8511263920879657,1.1795731199499626,0.6355771041410697,1.3136628800416095,0.8102441716288905,1.0055851999798204,2.118566403628932,1.324025512127019,12.626864442054874,10.810147458720389,26.772162060628546,1.46571575479566,6.658275659607125,2.2366951439668847
77.0,1.5957572738334407,1.8236639301229824,0.8510391191068081,1.1596330150485585,0.6298300205645845,1.3069249728119532,0.8163244751033573,0.984603471467098,2.172257236473177,1.3135746173977205,12.367680980956676,10.807613238010717,26.240221684257893,1.5246646511469402,6.870608975988929,2.3217794361676907
77.5,1.7478490852364155,1.8657018891858106,0.8523683537429032,1.1384215839908083,0.6271405905373081,1.3020931840748973,0.8304146639744405,0.9683262209001599,2.242657565549689,1.303561664923745,12.035931700718026,10.722542242416171,25.525551833452063,1.5811943246379874,7.162198397618155,2.4064819289191997
78.0,1.9745667322115825,1.9783864423668036,0.8552550754273522,1.1160204092038575,0.6287346721132675,1.2975569175847557,0.8548737051524609,0.9559632904844942,2.3181599441388077,1.2943317001183772,11.73498473759062,10.56330039345273,24.763748617201315,1.6345220855199027,7.4574709242744355,2.4849616604970914
78.5,2.2824479750301894,2.189905253683757,0.8599678164098716,1.093279307637135,0.6344677725180337,1.2919272187810298,0.8910533661927705,0.9456304577870355,2.4047300203343376,1.2856790228313895,11.514386555204828,10.345980990351503,23.932313140965185,1.6847752613116458,7.760957237455483,2.553229681431098
79.0,2.6922898348493995,2.5247546626021506,0.8669160883712781,1.0714356127690097,0.6444377739536393,1.284649983450754,0.9437882039992176,0.9364463929600587,2.517992110572435,1.2774244748674228,11.429164209650006,10.087779818124767,22.99244650277287,1.7332046576406437,8.09149665053189,2.609171848501979
79.5,3.119323118030624,3.040138022834721,0.874549117569461,1.0499862329654193,0.6559599074500475,1.2754814057402242,1.0119756003305735,0.9285691275624665,2.6501738276223143,1.2692163753244754,11.444322557147316,9.778395369360174,22.126732687672217,1.784708639059814,8.399644634301575,2.655289802877514
80.0,3.57039511412219,3.6496901687954697,0.8829944568230352,1.032983095441242,0.668996884549341,1.2669555889167337,1.110707642363653,0.9251653709091858,2.8170869797173643,1.2627069608930837,11.467823198862256,9.481223070787072,21.292886244446073,1.8314640530071955,8.7136023695156,2.6856855978409526
80.5,4.063655114113824,4.368611286129143,0.892742177487733,1.0188625370095283,0.6845042219856478,1.2592424582722588,1.2597943510959124,0.9281740486652108,3.0406737887035624,1.2575445506712462,11.458401262617503,9.190670675524466,20.45229013285779,1.876770180194654,9.061440047834134,2.7075507394372615
81.0,4.507888186313201,5.172655530533099,0.9019931134904562,1.0074681913515828,0.7000348647081527,1.2524971629864297,1.433032640150465,0.9400811188148119,3.284310856854558,1.2542931611999086,11.410155572513789,8.92637839407232,19.75037658369095,1.9202412931382826,9.392387838664588,2.7246690311639528
81.5,4.935682744202914,6.033711778178183,0.9111232099808066,0.9987116775046654,0.7170989952625013,1.2468231358456663,1.6314880204238824,0.9623939593044423,3.556986427298351,1.2543130676660597,11.330066946477505,8.707677142277037,19.12940189832474,1.9630270844357465,9.735178584362368,2.7397814511570235
82.0,5.352639594566841,7.003423781802014,0.9196961020529963,0.9925182115772263,0.736796623157251,1.242863137737009,1.844203223143957,0.9984677016923356,3.8477066628335015,1.2608954724733386,11.223707031114502,8.54386571423868,18.59582996239619,2.0124975704785903,10.089087992307087,2.7554865150713908
82.5,5.805531120868255,7.924157022892822,0.9279199022005546,0.9901659182612066,0.7634252431673562,1.2433433613882452,2.0776508294286686,1.0415373796300968,4.166942696257038,1.276210180432209,11.076511498837975,8.466861322753461,18.114431559973585,2.0665368674958686,10.479759103356558,2.7695105217090026
83.0,6.236571553339214,8.882447142911317,0.9343445362750147,0.99108372056659,0.7962484082489526,1.2509752234148188,2.286077483316273,1.09248432296545,4.450049628510571,1.2997263524453102,10.90016563182906,8.440227062184688,17.741713729885443,2.134409924955407,10.837759994082376,2.7811867466584
83.5,6.689199561472306,9.918296827722301,0.9396950413506099,0.9948501092864598,0.8408081154599811,1.2691646177124214,2.48231702500876,1.1504697488088371,4.708572409048013,1.326984940094808,10.669551493288006,8.42900265943516,17.413219477495648,2.22243817968085,11.181043875181267,2.78764314630099
84.0,7.207272097566973,11.099419790579086,0.9445286218455013,1.000445304081501,0.9070697051788075,1.301709005153908,2.680851921020728,1.2159495174263224,4.949147111177522,1.3541771728571352,10.344739671858198,8.400632357907792,17.08064113016156,2.3343777934815053,11.51901114023692,2.7863552854720184
84.5,7.705827557893477,12.524323254266159,0.9484894725288151,1.0066455685445355,0.9897242332094736,1.3520807721405268,2.8567354336443813,1.2911664613269425,5.1276904362706865,1.3798366077258322,9.97306965208644,8.331854206482117,16.776516350149308,2.4687682448163657,11.781528688922482,2.7756250113969982
85.0,8.212112884490784,14.432727610516205,0.9524033300684288,1.0125874886549437,1.0975950809066315,1.4292490188661402,3.0356564474806498,1.38839233887315,5.261377769268049,1.4103664913128182,9.542036664469803,8.199181765982676,16.466416113157486,2.6364735669943107,11.980971137709602,2.7521187020186364
85.5,8.750618535700646,16.499291829300073,0.9572033440321056,1.0163810715171953,1.2453645785751708,1.5220651685658897,3.245254633249559,1.4984673977854917,5.355595238162875,1.4565760347381103,9.034938776926012,8.02557268149984,16.12123734567083,2.8094405116469106,12.11609023761421,2.7184975564835243
86.0,9.218706276375345,18.73472109972943,0.9637219643939664,1.0182574673415348,1.4103240553435292,1.6355678755496712,3.463345099895623,1.6385988435736771,5.398826301349316,1.5399045020463848,8.563776926012002,7.81563644109608,15.78929811243108,2.9967617615986946,12.167175983073127,2.6722143456299348
86.5,9.641046426463582,20.995276426630838,0.9766115123803437,1.0185905955857109,1.6019867290378274,1.7708727362995884,3.7152297554254914,1.832698066727002,5.405627140176254,1.6656403777451017,8.121860799889001,7.585546161977611,15.428655901491215,3.192771242255959,12.156180604676464,2.6129271595032733
87.0,10.03217013067573,23.15423509040614,1.007506147710192,1.0182506688059392,1.8368620644008955,1.934303926899617,4.038153771776048,2.1171974197093313,5.379991898081732,1.8263253725163364,7.704468590655243,7.349250035294512,14.983520728860261,3.3890391228781716,12.088728928093152,2.543143337770565
87.5,10.324600006608868,25.273935595606172,1.0629849105015579,1.018169086378794,2.0727255438987693,2.158176805049884,4.390323676765343,2.57146521391091,5.333141675051716,2.0264517122215087,7.391832009434944,7.09583794157424,14.508581016025135,3.58982713042345,11.989470018138135,2.462606447965864
88.0,10.550288677879156,26.99959329327034,1.1530372004438838,1.018719767762024,2.318661568091521,2.4163376518984347,4.800407544665316,3.1612450698712227,5.2678320323485845,2.2213691932838238,7.154258732526275,6.862569909321792,13.970015676481484,3.752532975018716,11.86547728572111,2.393284204671857
88.5,10.725218730536778,28.523477137271698,1.2932378880207092,1.0198279290640797,2.5875952487046923,2.7140024351033145,5.3179065732480435,3.937107086439008,5.175989459552054,2.4132608914911797,6.9772668146657875,6.617952758733709,13.324894948868273,3.8839874035634483,11.711642156296183,2.3387951549080035
89.0,10.831905943254917,29.879755363640697,1.460150821138053,1.0218198999935413,2.8318393091194514,3.0332625065014893,5.8710710610951224,4.89510655277859,5.070869058569596,2.5923195545198294,6.875568004439973,6.348327638819671,12.690924943583893,3.97794387777457,11.557090439491516,2.306165548241215
89.5,10.897262631827056,31.098104690974203,1.6584887407784348,1.0267692339070167,3.068061690024778,3.358336978107712,6.498900827440776,6.001218058630924,4.947982389406827,2.7530974461331024,6.8178136598563945,6.044086460826087,12.038358276969186,4.032683476146126,11.388838804824713,2.2980565838180858
90.0,10.936150384380985,32.200864417057744,1.901966931596109,1.0398224222502475,3.311727779341821,3.6776561539552692,7.25489406118153,7.200015073779465,4.797256029139634,2.8943670009183515,6.790458392590794,5.705264145117061,11.324826361014248,4.050617931684292,11.174864272186085,2.314126351684021
90.5,10.954559010710968,33.27868247894188,2.1471301622807517,1.073495569054426,3.524593602419275,4.009387264173247,8.005543837291716,8.526501588521073,4.645041097633797,3.028808637813792,6.78933972735787,5.31587215355382,10.660901130088817,4.035083974371219,10.928597076015281,2.358927952734368
91.0,10.963669210244415,34.16123260319792,2.4082912017422373,1.1344784333454574,3.7282911259063427,4.299338916733651,8.784093035534523,9.705143501772689,4.487337769881659,3.144359038331891,6.807090950084984,4.968738791186699,9.979262566256129,3.9968407795589895,10.62545749866314,2.430609374715075
91.5,10.96898140189156,34.90423952625798,2.7079866190379964,1.236116540497177,3.9442891794488393,4.572866920421769,9.634482053032757,10.784134360862634,4.324265358845096,3.264773252079562,6.843868153595338,4.684267527902619,9.200712482313946,3.9437789084960784,10.238985743763763,2.5381970404274328
92.0,10.975715755082032,35.44243534180587,3.0008143240472642,1.3874247487091282,4.144742607097112,4.829690529103031,10.409845320684322,11.734055983287554,4.197850434952562,3.4041782345353293,6.889815810468624,4.541518068045821,8.434949876308039,3.8785684941536074,9.852421525976677,2.6855374368606286
92.5,10.986804432291935,35.70535088979709,3.31055284748241,1.5917547360298594,4.351684226422974,5.068797579081753,11.168086199301428,12.547493042052807,4.112280315008946,3.574710294562615,6.9431735405321025,4.665051350395424,7.63111061921842,3.7943525751428973,9.474479472468406,2.870778551760608
93.0,11.002176325444102,35.64587220502194,3.6666064706873556,1.8466114398958466,4.593490553901399,5.290683070121519,11.976957399178021,13.23246867784112,4.091434636098308,3.7892422802724264,7.004834541607409,5.140008211274189,6.744285254806476,3.6813231875770285,9.121679619176186,3.0855264957420814
93.5,11.014448742997423,35.209718377334084,4.012919086533846,2.1707112288013164,4.843821955071138,5.517666319920563,12.738071446481403,13.853204484935642,4.164153045576984,4.101893237640739,7.0617347115751485,5.9611106870781185,5.950282119510178,3.519048009590009,8.882008108995251,3.3356849140210434
94.0,11.018568828645012,34.50133545233685,4.370899428630506,2.5018746961904403,5.126790079032887,5.728927786183744,13.556039246848128,14.350353534831676,4.352616391214703,4.509717009677196,7.114424711228276,6.889897588549314,5.230504551999206,3.3331910261062614,8.736856785774277,3.5667989478290996
94.5,11.008847936213545,33.56298057236057,4.7316456528992425,2.851054282907462,5.44114576244642,5.960838869450093,14.48093981241707,14.823019849371613,4.711117752234704,5.075306161449403,7.155537826494156,7.898951441238257,4.649591408643836,3.1208499186789096,8.684368686518448,3.784880513867868
95.0,10.978940715522935,32.469715308768336,5.112793614840166,3.2090515702917592,5.807994272492864,6.233842321149936,15.654252846265862,15.321341979685652,5.398735396235506,5.826582829478556,7.182663290436713,8.917413837743027,4.230405307452849,2.8950907377094306,8.735539189624431,3.9814901347581104
